459,36,510,435363
164,null,null,78459
16,null,null,90
7,null,null,131867
2,null,null,19731
101,null,null,1180843
11,null,null,131867
5,null,null,47051
2,null,null,90
5,null,null,90
8,null,null,131091
15,null,null,190964
69,null,null,1180843
30,null,null,19731
4,null,null,47051
3,null,null,90
3,null,null,90
7,null,null,131091
7,null,null,190964
72,null,null,1180843
3,null,null,19731
11,null,null,47051
3,null,null,90
1,null,null,90
7,null,null,131091
20,null,null,190964
57,null,null,1180843
13,null,null,131867
1,null,null,47051
3,null,null,90
0,null,null,90
10,null,null,131091
8,null,null,190964
3,null,null,90
74,58,28,606
93,32,19,9025
82,32,10,3122
30,24,117,99267
728,20,666,585724
59,21,5,726
197,20,196,151559
161,21,75,62780
0,21,3,91
4,null,null,1983
61,null,null,300748
2,null,null,2162
2,32,11,4264
4,36,42,27049
11,33,177,141546
47,25,131,105875
10,24,5,43
25,null,null,0
3,null,null,47051
15,57,461,343404
12,33,95,68673
4,null,null,47051
58,26,444,392550
7,null,null,47051
66,21,159,135573
43,null,null,47051
13,22,452,363864
3,null,null,47051
3,20,8,2779
43,null,null,295165
0,20,4,100
23,21,309,249765
3,null,null,47051
72,36,210,180459
16,26,157,137474
40,55,117,87036
4,35,71,52192
6,null,null,91
3,29,4,123
15,null,null,47051
31,27,137,116790
24,34,106,85657
51,null,null,57733
2,null,null,47051
13,null,null,295165
2,null,null,93376
79,null,null,47051
1,null,null,116
1,23,5,426
5,35,14,423
2,27,6,1679
88,23,63,49599
17,null,null,28775
150,null,null,295165
9,26,278,229088
39,null,null,0
5,35,12,4593
3,null,null,23611
185,58,242,161168
127,34,14,6612
412,null,null,649550
38,24,43,29032
6,23,33,19622
39,22,6,1634
5,20,3,87
16,null,null,57733
5,56,33,4792
1,32,5,253
1,24,5,67
41,null,null,0
15,65,35,13377
3,null,null,5160
12,null,null,5160
129,27,222,183253
3,null,null,93376
200,23,206,145424
2,null,null,13478
66,23,3,48
41,28,389,328435
23,56,92,59685
4,null,null,118155
16,null,null,295165
45,null,null,295165
12,null,null,109
45,null,null,109
4,null,null,81778
168,null,null,109
52,23,62,31837
22,null,null,0
21,null,null,295165
5,null,null,57733
13,null,null,295250
21,null,null,23611
9,null,null,75335
20,null,null,1760
16,25,123,92908
161,36,43,26883
47,22,18,9080
3,null,null,14471
0,20,6,1329
19,18,8,2122
4,19,9,3396
2,20,9,2865
12,19,27,8837
1,20,15,7376
6,null,null,91
252,35,5,244
7,43,5,65
1,22,13,5088
9,22,10,3878
6,24,118,102911
191,64,17,659
7,24,169,131452
0,23,5,427
1,null,null,109
4,null,null,31838
27,null,null,31838
7,33,175,154379
62,23,1100,962942
2,null,null,17576
12,22,253,199412
2,null,null,1469
8,40,11,5365
10,24,21,3
19,22,21,11710
10,66,15,969
29,null,null,109155
29,28,178,219042
30,null,null,295250
9,null,null,109
16,null,null,109
7,null,null,75335
36,null,null,295165
22,34,5,1073
2,null,null,0
94,null,null,109155
44,null,null,295165
4,null,null,39387
10,null,null,295165
43,27,6,1192
7,null,null,3421
14,21,67,48585
2,27,5,1552
55,19,9,2713
11,28,7,1585
45,null,null,31093
0,23,16,1319
7,27,5,1596
0,null,null,43
11,null,null,43
243,null,null,31093
6,26,91,74057
2,null,null,5160
5,null,null,31153
2,null,null,51019
120,30,119,98505
16,null,null,93376
15,null,null,93376
3,25,30,18676
2,null,null,14471
2,null,null,14471
109,24,77,58624
42,null,null,231637
1,23,4,169
2,27,24,15531
2,null,null,18681
1,null,null,850
13,null,null,339515
4,23,5,172
3,48,120,74553
181,63,77,19081
290,62,146,60884
118,61,43,21768
575,55,468,358761
151,null,null,0
