3,25,26,16286
1,25,6,1329
12,24,11,4859
1,24,13,5884
2,37,6,143
0,24,9,2890
1,25,5,579
1,36,15,3396
6,23,218,178613
3,26,7,91
2,34,6,91
151,32,198,157262
103,26,5,26
8,28,4,140
1,27,7,2779
2,38,33,16286
1,25,6,1329
2,25,11,4859
2,23,8,2732
1,23,12,5884
1,25,9,2890
1,38,4,579
1,24,9,3396
8,22,231,178613
1,36,5,91
3,60,13,91
60,57,970,828064
5,null,null,96419
3,null,null,27522
25,26,13,8016
8,78,27,280
4,37,32,21083
124,33,14,8016
3,41,8,283
97,23,887,828064
82,36,12,8016
14,41,9,281
85,34,10,4404
3,null,null,16057
3,22,5,450
54,38,161,116966
2,35,5,67
107,23,9,4404
168,22,100,81029
21,68,63,121
29,27,38,26744
14,27,86,62346
51,25,100,81016
3,35,7,581
36,32,5,169
15,56,12,172
71,27,196,149218
76,25,99,81029
2,22,36,26744
4,null,null,16057
15,30,102,81016
12,24,5,449
7,28,165,116966
19,38,5,169
2,32,5,172
8,667,83,14820
2,46,32,12891
20,30,158,125296
1,32,4,443
12,30,509,374763
3,60,18,2298
3,53,53,1
2,33,5,150
2,52,9,426
1,44,4,423
2,27,4,425
2,30,30,20548
2,33,7,930
3,52,21,3090
4,688,85,14820
5,33,23,12891
4,30,165,125296
2,32,4,443
126,27,502,374763
3,56,17,2298
4,53,67,1
1,32,6,150
1,36,6,426
1,33,6,423
1,34,5,425
4,32,40,20548
3,27,6,930
2,38,15,3090
6,687,87,14820
2,33,22,12891
58,32,163,125296
2,35,5,443
12,26,519,374763
3,64,68,2298
4,43,75,1
2,34,5,150
2,49,7,426
2,25,4,423
1,30,4,425
3,25,30,20548
2,43,25,930
1,29,11,3090
251,37,49,27555
223,65,171,105974
7,33,74,49761
7,34,4,281
5,24,135,101812
5,59,95,11444
2,35,29,17157
94,36,259,189188
191,27,142,105974
8,34,194,157647
1,33,5,281
6,24,133,101812
4,60,92,11444
102,34,259,189188
54,40,147,105974
1,35,4,281
4,28,132,101812
5,60,105,11444
